Chinese,Pinyin,English,Book,Lesson,Section
學長,xuézhǎng,(N) male upper classmate,4,7,1
還,hái,(Adv) to one's surprise,4,7,1
進度,jìndù,(N) progress,4,7,1
落後,luòhòu,"(Vp) to fall behind, lag",4,7,1
完成,wánchéng,(Vpt) to complete,4,7,1
一連,yìlián,"(Adv) in a row, in succession",4,7,1
約會,yuēhuì,(V-sep) to make a date/appointment,4,7,1
一生,yìshēng,(N) (for) one's life,4,7,1
時光,shíguāng,(N) time,4,7,1
倒流,dàoliú,(Vp) to flow backward,4,7,1
加強,jiāqiáng,(V) to strengthen,4,7,1
至少,zhìshǎo,(Adv) at least,4,7,1
訓練,xùnliàn,(N/V) training; to train,4,7,1
外國,wàiguó,"(N) other countries, abroad, foreign",4,7,1
爭取,zhēngqǔ,"(V) to vie for, compete for",4,7,1
實習,shíxí,(Vi) to intern,4,7,1
二分之一,èrfēn zhīyī,1/2,4,7,1
一下...一下...,yíxià...yíxià...,"measure phrase, describing fast-changing alternating scences of two activities",4,7,1
到時候,dào shíhòu,"at that time, when the time comes",4,7,1
談戀愛,tán liàn ài,"to be in love, go steady (said of dating couples)",4,7,1
低空飛過,dīkōng fēiguò,"barely managed to pass (a test, course)",4,7,1
有助於,yǒuzhùyú,"to help in something, be beneficial to something",4,7,1
寒暑假,hánshǔ jià,winter and summer vacations,4,7,1
暗戀,ànliàn,(V) to have a crush on someone,4,7,2
目光,mùguāng,"(N) eyes, gaze",4,7,2
移動,yídòng,(Vi) to move,4,7,2
於是,yúshì,"(Conj) so, whereupon",4,7,2
原來,yuánlái,(Adv) the truth is,4,7,2
煩惱,fánnǎo,"(Vs) to be troubled, vexed",4,7,2
擔任,dānrèn,(V) to hold the post of,4,7,2
學生會,xuéshēnghuì,"(N) student union ( 會 -huì, organization)",4,7,2
會長,huìzhǎng,"(N) president of an associatin, club etc... ( 長 -zhǎng, head)",4,7,2
校隊,xiàoduì,(N) school team,4,7,2
隊員,duìyuán,"(N) team member ( 員 -yuán, member, person)",4,7,2
高大,gāodà,"(Vs) tall and big, bulky",4,7,2
帥氣,shuàiqì,"(Vs) dashing, handsome",4,7,2
雙,shuāng,(M) a pair of,4,7,2
開朗,kāilǎng,(Vs) cheerful,4,7,2
微笑,wéixiào,(Vi) to smile,4,7,2
情人節,qíngrénjié,"(N) Valentine's Day ( 節 -jié, holiday, day)",4,7,2
親手,qīnshǒu,"(Adv) personally, with one's own hands",4,7,2
巧克力,qiǎokèlì,(N) chocolate,4,7,2
當天,dāngtiān,(N) that day,4,7,2
堆,duī,(M) a pile of,4,7,2
向,xiàng,(Prep) to,4,7,2
告白,gàobái,(Vi) to confess,4,7,2
萬人迷,wànrénmí,"(N) heartthrob ( 迷 -mí, charmer)",4,7,2
交往,jiāowǎng,"(Vi) to go steady, to date",4,7,2
系花,xìhuā,"(N) department beauty, the most beautiful girl in a department",4,7,2
追,zhuī,"(V) to chase, woo",4,7,2
情書,qíngshū,(N) love letter,4,7,2
態度,tàidù,(N) attitude,4,7,2
曖昧,àimèi,(Vs) ambiguous (about one's relationship),4,7,2
甜蜜,tiánmì,(Vs) sweet,4,7,2
溫柔,wēnróu,(Vs) tender,4,7,2
訊息,xùnxí,(N) message,4,7,2
忌妒,jìdù,(Vst) to be jealous,4,7,2
安全感,ānquángǎn,"(N) the feeling of security ( 感 -gǎn, sense/feeling of)",4,7,2
吃醋,chīcù,(Vp-sep) to be jealous,4,7,2
吵架,chǎojià,"(V-sep) to quarrel, fight, argue",4,7,2
牽,qiān,(V) to hold,4,7,2
吻,wěn,(V) to kiss,4,7,2
劈腿,pītuǐ,(Vp-sep) to two-time,4,7,2
糟糕,zāogāo,"(Ptc) oh no, how terrible, what bad luck!",4,7,2
何清源,Hé Qīngyuán,a male college student,4,7,2
林榮華,Lín Rónghuá,a male college student,4,7,2
一見鍾情,yíjiàn zhōngqíng,love at first sight,4,7,2
一舉一動,yìjǔ yídòng,every move,4,7,2
前一天,qián yì tiān,the day before,4,7,2
已讀不回,yǐdú bùhuí,read without reply,4,7,2
王麗華,Wáng Lìhuá,a woman from Taiwan,4,8,1
魯亞,Lǔ Yǎ,a man from Turkey,4,8,1
論文,lùnwén,"(N) thesis, dissertation, scholarly article",4,8,1
反正,fǎnzhèng,(Adv) in any case,4,8,1
不只,bùzhǐ,(Adv) not only,4,8,1
哈,hā,(Ptc) ha,4,8,1
代替,dàitì,"(V) to substitute, to be in place of",4,8,1
獨自,dúzì,"(Adv) alone, by oneself",4,8,1
難免,nánmiǎn,"(Adv) inevitably, hard to avoid",4,8,1
費用,fèiyòng,"(N) costs, expense",4,8,1
觀念,guānniàn,"(N) concept, notion",4,8,1
代,dài,(N) generation,4,8,1
婚姻,hūnyīn,(N) marriage,4,8,1
束縛,shùfú,"(V) to be fettered by, bound by, shackled by",4,8,1
追求,zhuīqiú,(V) to pursue,4,8,1
倒是,dàoshì,(Adv) on the other hand,4,8,1
推行,tuīxíng,(V) to promote,4,8,1
生育,shēngyù,"(V/N) to have babies; reproduction, childbirth",4,8,1
補助,bǔzhù,"(V/N) to subsidize; subsidy, allowance",4,8,1
老人,lǎorén,"(N) old people, seniors",4,8,1
夫婦,fūfù,"(N) husband and wife, couple ( 夫 -fū, man; 婦 fù, woman)",4,8,1
獨生子,dúshēngzǐ,(N) only child (male),4,8,1
寵,chǒng,(Vst) to spoil (somebody),4,8,1
職業,zhíyè,"(N) occupation, profession",4,8,1
婦產科,fùchǎnkē,"(N) obstetrics and gynecology, OB/GYN ( 婦 -fù, woman; 產 -chǎn, produce; 科 -kē, department)",4,8,1
失業,shīyè,"(Vp) to lose one's job, to become unemployed",4,8,1
補習班,bǔxíbān,"(N) cram school ( 補習 bǔxí, supplement studies; 班 -bān, class)",4,8,1
不可思議,bùkěsīyì,"hard to comprehend, beyond logic, unbelievable",4,8,1
有話直說,yǒuhuàzhíshuō,"to be frank, don't hold anything back, spit it out",4,8,1
娃娃推車,wáwa tuīchē,baby carriage,4,8,1
不足為奇,bùzúwéiqí,"nothing strange, not surprising at all",4,8,1
遠遠,yuǎnyuǎn,by far,4,8,1
傳宗接代,chuánzōng jiēdài,carry on the family line,4,8,1
無拘無束,wújū wúshù,"carefree, free, do as one pleases",4,8,1
老一輩,lǎoyíbèi,the older generation,4,8,1
一胎化政策,yìtāihuà zhèngcè,One Child Policy,4,8,1
這下子,zhèxiàzi,as a consequence,4,8,1
已,yǐ,(Adv) already (formal),4,8,2
生育率,shēngyùlǜ,"(N) birth rate ( 率 -lǜ, rate)",4,8,2
離婚,líhūn,(Vp-sep) to get divorced,4,8,2
年齡,niánlíng,(N) age,4,8,2
較,jiào,(Adv) comparatively more (formal),4,8,2
使,shǐ,(Vst) to cause,4,8,2
行業,hángyè,"(N) businesses, walks of life",4,8,2
重大,zhòngdà,"(Vs) enormous, heavy",4,8,2
幼稚園,yòuzhìyuán,(N) kindergarten,4,8,2
招生,zhāoshēng,"(Vi) to recruit students, find students",4,8,2
減班,jiǎnbān,(Vp-sep) to reduce enrollments,4,8,2
將,jiāng,(Adv) will soon,4,8,2
少子化,shǎozǐhuà,"(Vp) low birth rate ( 少 , few; 子 , children; 化 huà, -ize, suffix indicating tranformation)",4,8,2
連鎖,liánsuǒ,"(Vs-attr) chain, franchise",4,8,2
兒童,értóng,(N) child (ren),4,8,2
美語,Měiyǔ,(N) (American) English,4,8,2
倒閉,dǎobì,(Vp) to go out of business,4,8,2
何況,hékuàng,"(Adv) much less, let alone",4,8,2
無法,wúfǎ,(Adv) to be unable to,4,8,2
未來,wèilái,(N) future,4,8,2
遠景,yuǎnjǐng,(N) future prospects,4,8,2
足夠,zúgòu,(Vs) enough,4,8,2
加入,jiārù,"(V) to enter, join",4,8,2
老化,lǎohuà,(Vp) aging,4,8,2
針對,zhēnduì,"(Prep) aimed at, directed at",4,8,2
項,xiàng,(M) item,4,8,2
措施,cuòshī,(N) measure,4,8,2
減稅,jiǎnshuì,"(V-sep) to reduce taxes, tax break",4,8,2
延長,yáncháng,"(V) to extended, make longer",4,8,2
產假,chǎnjià,(N) maternity leave,4,8,2
托育,tuōyù,(N) childcare,4,8,2
胎,tāi,"(N) embryo, birth, child",4,8,2
領,lǐng,"(V) to receive, withdraw (money)",4,8,2
元,yuán,(N) dollar (or other currency),4,8,2
成年,chéngnián,"(Vp) to come to age, enter adulthood",4,8,2
除非,chúfēi,(Conj) unless,4,8,2
整體,zhěngtǐ,(N) overall,4,8,2
否則,fǒuzé,(Conj) otherwise,4,8,2
婦女,fùnǚ,(N) woman,4,8,2
意願,yìyuàn,(N) intention,4,8,2
祖父母,zǔfùmǔ,(N) paternal grandparents,4,8,2
孫女,sūnnǚ,(N) granddaughter,4,8,2
重,zhòng,(Vs) heavy,4,8,2
預算,yùsuàn,(N) budget,4,8,2
財政,cáizhèng,(N) finance,4,8,2
沉重,chénzhòng,(Vs) heavy,4,8,2
有效,yǒuxiào,(Vs) effective,4,8,2
正,zhèng,(Adv) during the process of,4,8,2
考驗,kǎoyàn,(V) to test out,4,8,2
智慧,zhìhuì,(N) wisdom,4,8,2
之一,zhīyī,one of,4,8,2
寧缺勿濫,níngquē wùlàn,not settle for less than perfect,4,8,2
合不來,hébùlái,not get along,4,8,2
生兒育女,shēng'éryùnǚ,to have and raise children,4,8,2
獨善其身,dúshàn qíshēn,"to look out only for oneself, be selfcentered",4,8,2
停滯不前,tíngzhì bùqián,in stagnation,4,8,2
逐漸,zhújiàn,(Adv) gradually,4,9,1
據點,jùdiǎn,"(N) base, stronghold",4,9,1
統治,tǒngzhì,"(V) to rule, govern",4,9,1
景點,jǐngdiǎn,(N) scenic site,4,9,1
繁榮,fánróng,(Vs) prosperous,4,9,1
港口,gǎngkǒu,"(N) harbor, port",4,9,1
據說,jùshuō,(V) it is said,4,9,1
鹿,lù,(N) deer,4,9,1
鹿群,lùqún,"(N) herd of deer ( 群 -qún, group, crowd)",4,9,1
形狀,xíngzhuàng,(N) shape,4,9,1
鹿角,lùjiǎo,(N) deer antlers,4,9,1
便,biàn,(Adv) accordingly,4,9,1
稱,chēng,(V) to call,4,9,1
動物園,dòngwùyuán,(N) zoo,4,9,1
皮,pí,"(N) skin, hides",4,9,1
殺,shā,(V) to kill,4,9,1
數量,shùliàng,"(N) number, quantity",4,9,1
風光,fēngguāng,(N) glory,4,9,1
民宅,mínzhái,"(N) home, people's residence",4,9,1
蚵仔煎,ézǐjiān,(N) oyster omelet,4,9,1
哦,ó,(Ptc) an interjection indicating concurrence accepting what has been presented,4,9,1
該,gāi,"(Vaux) should, ought to (formal)",4,9,1
興盛,xīngshèng,(Vs) flourishing,4,9,1
時期,shíqí,"(N) period, age",4,9,1
獨木舟,dúmùzhōu,(N) canoe,4,9,1
為,wéi,(Vst) as,4,9,1
載運,zàiyùn,(V) to transport,4,9,1
改名,gǎimíng,(V-sep) to legally change one's names,4,9,1
相似,xiāngsì,(Vs) similar,4,9,1
沒落,mòluò,"(Vp) to decline, wane",4,9,1
依然,yīrán,(Adv) still,4,9,1
保留,bǎoliú,"(V) to remain intact, preserve",4,9,1
鹿港,Lùgǎng,Lugang,4,9,1
艋舺,Měngjiǎ,Mengjia (Mangka),4,9,1
淡水河,Dànshuǐ Hé,"Tamsui River ( 河 hé,river)",4,9,1
萬華,Wànhuá,Wanhu a,4,9,1
台語,Táiyǔ,Taiwanese (a Southern Min dialect),4,9,1
日語,Rìyǔ,Japanese (language),4,9,1
家喻戶曉,jiāyù hùxiǎo,widely known,4,9,1
滿山遍野,mǎnshān biànyě,all over the mountains and plains,4,9,1
古色古香,gǔsè gǔxiāng,"to have an antique air, quaint, classical in style",4,9,1
綠豆糕,lǜdòu gāo,mung-bean cake,4,9,1
牛舌餅,niúshé bǐng,ox-tongue biscuit,4,9,1
垂涎三尺,chuíxiánsānchǐ,"to salivate over, make one's mouth water",4,9,1
數目,shùmù,"(N) amount, quantity",4,9,2
大約,dàyuē,"(Adv) about, approximately",4,9,2
佔,zhàn,(Vst) constitute (same as “ 占” ),4,9,2
自從,zìcóng,(Prep) ever since,4,9,2
將近,jiāngjìn,"(Adv) nearly, almost",4,9,2
往來,wǎnglái,"(N) dealings, contact",4,9,2
思念,sīniàn,"(Vst) to miss, think about, long for",4,9,2
通信,tōngxìn,"(V-sep) to communicate, correspond by mail",4,9,2
毫無,háowú,(Vst) none whatsoever,4,9,2
音訊,yīnxùn,"(N) news, information, message",4,9,2
遠離,yuǎnlí,(Vst) to have left far away from,4,9,2
妻子,qīzi,(N) wife (literary),4,9,2
永遠,yǒngyuǎn,"(N) always, forever",4,9,2
開放,kāifàng,(Vp) to open to the public,4,9,2
探親,tànqīn,(Vi) to visit relatives,4,9,2
親人,qīnrén,"(N) relatives, loved ones",4,9,2
打聽,dǎtīng,"(V) to ask about, inquire",4,9,2
不禁,bùjīn,(Adv) can't help but,4,9,2
淚,lèi,(N) tears,4,9,2
尚未,shàngwèi,(Adv) not yet,4,9,2
出世,chūshì,(Vp) to be born,4,9,2
童年,tóngnián,(N) childhood,4,9,2
傷心,shāngxīn,(Vs) sad,4,9,2
筆,bǐ,(M) sum (of money),4,9,2
仍然,réngrán,(Adv) still,4,9,2
原諒,yuánliàng,(Vst) to forgive,4,9,2
盡,jìn,"(V) to exhaust, do one's utmost",4,9,2
究竟,jiùjìng,"(Adv) after all, in the end, actually",4,9,2
內心,nèixīn,"(N) in one's heart, heart of hearts, innermost being",4,9,2
創傷,chuāngshāng,"(N) trauma, scars",4,9,2
珍惜,zhēnxí,"(Vst) to cherish, treasure",4,9,2
精華,jīnghuá,(Vs-attr) prime,4,9,2
逃難,táonàn,"(Vi) to flee from war, natural disaster etc",4,9,2
實在,shízài,"(Adv) truly, really",4,9,2
歲月,suìyuè,"(N) years, time",4,9,2
遭遇,zāoyù,"(N/V) (unhappy) experiences, happenings; to encounter, to have met with",4,9,2
老兵,lǎobīng,"(N) old soldier, veteran",4,9,2
老張,Lǎo Zhāng,"Lao Zhang, nickname for someone whose surname is Zhang",4,9,2
文化大革命,Wénhuà DàGémìng,Cultural Revolution (1966 ~ 1976),4,9,2
落地生根,luòdì shēnggēn,to set one's roots down,4,9,2
身強體壯,shēnqiáng tǐzhuàng,strong and healthy,4,9,2
離鄉背井,líxiāng bèijǐng,to leave one's hometown to become a stranger else where,4,9,2
飄洋過海,piāoyáng guòhǎi,to sail cross the sea,4,9,2
朝思暮想,zhāosī mùxiǎng,to be a miss day and night,4,9,2
一輩子,yíbèizi,one lifetime,4,9,2
恐懼不安,kǒngjù bù'ān,"scared and anxious, suffering from constant fear",4,9,2
刻骨銘心,kègǔmíngxīn,"unforgettable, to be imprinted hard in one's mind",4,9,2
何建明,Hé Jiànmíng,a man college graduate,4,10,1
應徵,yìngzhēng,(V) to apply for a job,4,10,1
配,pèi,"(V) to go with, match",4,10,1
領帶,lǐngdài,(N) tie,4,10,1
花,huā,"(Vs) fancy, flowery, garish",4,10,1
素色,sùsè,(N) plain (in color),4,10,1
剩下,shèngxià,"(Vpt) to remain, left (over)",4,10,1
龍頭,lóngtóu,"(N) head, leader",4,10,1
起薪,qǐxīn,(N) starting salary,4,10,1
福利,fúlì,(N) (work) benefits,4,10,1
具備,jùbèi,(Vst) to have in one's qualification,4,10,1
限制,xiànzhì,(N) restrictions,4,10,1
以上,yǐshàng,"(N) above, over, more than",4,10,1
以下,yǐxià,"(N) below, under, fewer than",4,10,1
相關,xiāngguān,"(Vs) related, relevant",4,10,1
各位,gèwèi,"(N) you (plural, formal)",4,10,1
應屆,yìngjiè,"(Vs-attr) this year's, upcoming",4,10,1
畢業生,bìyè shēng,(N) graduate,4,10,1
大一,dàyi,"(N) freshman, first-year university student ( 大二 sophomore, 大三 junior, 大四 senior)",4,10,1
企劃部,qìhuàbù,"(N) planning department ( 部 -bù, department)",4,10,1
營運,yíngyùn,(N) operations,4,10,1
知識,zhīshì,(N) knowledge,4,10,1
社長,shèzhǎng,(N) club president,4,10,1
聯合,liánhé,(Adv) jointly,4,10,1
音樂會,yīnyuè huì,(N) concert,4,10,1
節目,jiémù,"(N) program, show, event",4,10,1
好評,hǎopíng,"(N) positive comments, praise",4,10,1
企劃,qìhuà,(V/N) to plan (used in business); a plan,4,10,1
領導,lǐngdǎo,(V) to lead,4,10,1
合作,hézuò,"(Vi) to cooperate with, work with",4,10,1
似乎,sìhū,(Adv) seem,4,10,1
關於,guānyú,"(Prep) related to, regarding",4,10,1
磨練,móliàn,"(N/V) training, hone a skill; to train, hone, or to practice over time",4,10,1
優點,yōudiǎn,"(N) strong point, forte",4,10,1
上司,shàngsī,"(N) supervisor, boss",4,10,1
誇獎,kuājiǎng,"(V) to praise, commend",4,10,1
週,zhōu,(M) week,4,10,1
內,nèi,(N) within,4,10,1
以,yǐ,(Prep) to use (formal),4,10,1
書面,shūmiàn,(N) in writing,4,10,1
通知,tōngzhī,(V/N) to notify; a notification,4,10,1
就...而言,jiù...éryán,as far as...are concerned,4,10,1
新鮮人,xīnxiānrén,"freshman, (here) a person, usually a college graduate, new or “fresh” to the workforce",4,10,1
面試官,miànshì guān,interviewing officer,4,10,1
自我介紹,zìwǒjièshào,self-introduction,4,10,1
所學有限,suǒxué yǒuxiàn,what has been learned is only rather limited,4,10,1
出國,chūguó,(V-sep) to go abroad,4,10,2
資金,zījīn,"(N) capital, funds",4,10,2
廠商,chǎngshāng,(N) manufacturer,4,10,2
例外,lìwài,(N) exception,4,10,2
關,guān,(N) hurdle,4,10,2
接觸,jiēchù,"(V) to come in contact with, to contact",4,10,2
青年,qīngnián,"(N) young people, youth",4,10,2
貸款,dàikuǎn,(N) loan,4,10,2
開店,kāidiàn,(V-sep) to open a store,4,10,2
料,liào,"(N) material, (here) a person not suited for",4,10,2
損失,sǔnshī,(Vpt) to lose,4,10,2
勇氣,yǒngqì,(N) courage,4,10,2
員工,yuángōng,(N) employee,4,10,2
求職,qiúzhí,(Vi) to seek employment,4,10,2
目標,mùbiāo,"(N) target, (here) the most ideal job",4,10,2
初步,chūbù,"(Vs-attr) preliminary, initial",4,10,2
技巧,jìqiǎo,(N) tips,4,10,2
概念,gàiniàn,"(N) concept, idea",4,10,2
挑,tiāo,"(V) to select, pick",4,10,2
基本,jīběn,(Vs) basic,4,10,2
襯衫,chènshān,(N) button-up shirt,4,10,2
過程,guòchéng,(N) process,4,10,2
同班,tóngbān,same class,4,10,2
是...的料,shì...de liào,to be gifted in,4,10,2
接下來,jiēxiàlái,"and then, next",4,10,2
提不起,tíbùqǐ,unable to raise...to a high level to pump up (enough courage),4,10,2
養家活口,yǎngjiāhuókǒu,support one's family,4,10,2
來自,láizì,from 來 + literary preposition 自“ from” = 從...來,4,10,2
熟讀,shóudú,to keep reading something until one remembers everything,4,10,2
考古題,kǎogǔtí,"test items from previous years ( 題 -tí, for test items)",4,10,2
沙盤推演,shāpán tuīyǎn,"to rehearse; a dry run, a practice run",4,10,2
深藍色,shēnlán sè,dark blue,4,10,2
種族,zhǒngzú,"(N) ethnic group, race",4,11,1
熔爐,rónglú,"(N) melting pot, smelting furnace, crucible",4,11,1
偏偏,piānpiān,"(Adv) deliberately, insist on",4,11,1
肯,kěn,(Vaux) be willing to,4,11,1
母語,mǔyǔ,(N) mother tongue,4,11,1
口音,kǒuyīn,(N) accent,4,11,1
適應,shìyìng,"(V) to adapt to, get used to",4,11,1
了不起,liǎobùqǐ,"(Vs) terrific, amazing, really something",4,11,1
交流,jiāoliú,"(Vi) to exchange, associate",4,11,1
志工,zhìgōng,(N) volunteer,4,11,1
縣,xiàn,(N) county,4,11,1
市,shì,(N) city,4,11,1
外籍,wàijí,(Vs-attr) foreign national,4,11,1
配偶,pèi'ǒu,(N) spouse,4,11,1
焦慮,jiāolǜ,(Vs) to be anxious,4,11,1
溝通,gōutōng,(N) communication,4,11,1
障礙,zhàng'ài,"(N) obstacle, handicap",4,11,1
良好,liánghǎo,(Vs) positive,4,11,1
以往,yǐwǎng,"(Adv) formerly, heretofore",4,11,1
面對,miànduì,"(V) to face, confront",4,11,1
衝擊,chōngjí,(N) impact,4,11,1
大眾,dàzhòng,"(N) the public, the masses",4,11,1
難以,nányǐ,(Adv) to find it difficult to,4,11,1
認同,rèntóng,"(V) to identify with, accept",4,11,1
跨國,kuàguó,(Vs-attr) transnational,4,11,1
大量,dàliàng,(Adv) in large quantities,4,11,1
移入,yírù,"(V) to immigrate ( 入 , enter, into (formal))",4,11,1
憂慮,yōulǜ,(Vst) to worry,4,11,1
降低,jiàngdī,"(V) to reduce, lower",4,11,1
素質,sùzhí,(N) quality,4,11,1
歧視,qíshì,(Vst) to discriminate,4,11,1
子女,zǐnǚ,(N) children (from 兒子+女兒),4,11,1
資產,zīchǎn,"(N) asset, resource",4,11,1
應,yīng,"(Vaux) should, ought to (formal)",4,11,1
平等,píngděng,(N) equality,4,11,1
相互,xiānghù,"(Adv) mutually, each other",4,11,1
外人,wàirén,(N) outsider,4,11,1
聯絡,liánlào,"(V) to contact, to connect with",4,11,1
小明,Xiǎomíng,"Xiaoming, a nickname",4,11,1
家長日,jiāzhǎngrì,parents' day,4,11,1
氣人,qìrén,"exasperating, annoying",4,11,1
照說,zhào shuō,to keep on saying,4,11,1
在...之餘,zài...zhīyú,to do something at a time when not doing,4,11,1
本地人,běndì rén,local people,4,11,1
自己人,zìjǐrén,"one of us, one of our own, compatriots",4,11,1
哪裡!哪裡!,nǎlǐ nǎlǐ,"not at all, not a problem, you're welcome",4,11,1
漸漸,jiànjiàn,(Adv) gradually,4,11,2
曾,céng,"(Adv) have been before,was once (formal)",4,11,2
嘗試,chángshì,"(V/N) to try (something new), attempt; an attempt",4,11,2
結構,jiégòu,(N) structure,4,11,2
產生,chǎnshēng,"(Vp) to take place, produce",4,11,2
轉變,zhuǎnbiàn,"(N) change, transformation",4,11,2
嬰兒,yīng'ér,(N) baby,4,11,2
雙親,shuāngqīn,(N) both parents,4,11,2
本國,běnguó,(N) our country,4,11,2
國籍,guójí,(N) nationality,4,11,2
大陸籍,Dàlùjí,"(N) from Mainland China, (lit. Mainland nationality) (籍 -jí, nationality)",4,11,2
其,qí,"(Det) his, her, its, their (formal)",4,11,2
比例,bǐlì,(N) ratio (percentage),4,11,2
根本,gēnběn,(Vs) fundamental,4,11,2
可見,kějiàn,"(Conj) it is obvious that, it is clearly seen that",4,11,2
現有,xiànyǒu,"(Vs-attr) current, existing",4,11,2
分配,fēnpèi,"(N/V) distribution, to distribute, allocate",4,11,2
顧慮,gùlǜ,(Vst) to be concerned about,4,11,2
學童,xuétóng,(N) school children,4,11,2
身心,shēnxīn,"(N) physical and mental, mind and body",4,11,2
缺乏,quēfá,(Vst) to lack,4,11,2
課業,kèyè,(N) school work,4,11,2
